"rt","response","dr","drt","observed","subject","condition"
0.3514,1,FALSE,0,1,"s1","speed"
0.4851,1,FALSE,0,1,"s1","speed"
0.5645,1,FALSE,0,1,"s1","speed"
0.4265,1,FALSE,0,1,"s1","speed"
0.3512,1,FALSE,0,1,"s1","speed"
0.3367,0,FALSE,0,1,"s1","speed"
0.6285,1,FALSE,0,1,"s1","speed"
0.4195,0,FALSE,0,1,"s1","speed"
0.3516,0,FALSE,0,1,"s1","speed"
0.4249,1,FALSE,0,1,"s1","speed"
0.3005,1,FALSE,0,1,"s1","speed"
0.4923,1,FALSE,0,1,"s1","speed"
0.4077,0,FALSE,0,1,"s1","speed"
0.5866,1,FALSE,0,1,"s1","speed"
0.5138,1,FALSE,0,1,"s1","speed"
0.4002,0,FALSE,0,1,"s1","speed"
0.6973,1,FALSE,0,1,"s1","speed"
0.3451,0,FALSE,0,1,"s1","speed"
0.3669,1,FALSE,0,1,"s1","speed"
0.3876,1,FALSE,0,1,"s1","speed"
0.4254,1,FALSE,0,1,"s1","speed"
0.4515,0,FALSE,0,1,"s1","speed"
0.4563,1,FALSE,0,1,"s1","speed"
0.5994,1,FALSE,0,1,"s1","speed"
0.4648,1,FALSE,0,1,"s1","speed"
0.3238,1,FALSE,0,1,"s1","speed"
0.2468,0,FALSE,0,1,"s1","speed"
0.4091,1,FALSE,0,1,"s1","speed"
0.3511,0,FALSE,0,1,"s1","speed"
0.4961,0,FALSE,0,1,"s1","speed"
0.3206,0,FALSE,0,1,"s1","speed"
0.3469,0,FALSE,0,1,"s1","speed"
0.5174,0,FALSE,0,1,"s1","speed"
0.5209,1,FALSE,0,1,"s1","speed"
0.2785,0,FALSE,0,1,"s1","speed"
0.1875,0,FALSE,0,1,"s1","speed"
0.4398,1,FALSE,0,1,"s1","speed"
0.3166,1,FALSE,0,1,"s1","speed"
0.4751,1,FALSE,0,1,"s1","speed"
0.4157,1,FALSE,0,1,"s1","speed"
0.4479,1,FALSE,0,1,"s1","speed"
0.427,0,FALSE,0,1,"s1","speed"
0.3689,1,FALSE,0,1,"s1","speed"
0.5008,1,FALSE,0,1,"s1","speed"
0.4517,1,FALSE,0,1,"s1","speed"
0.433,1,FALSE,0,1,"s1","speed"
0.4123,1,FALSE,0,1,"s1","speed"
0.3175,1,FALSE,0,1,"s1","speed"
0.3532,0,FALSE,0,1,"s1","speed"
0.306,1,FALSE,0,1,"s1","speed"
0.489,1,FALSE,0,1,"s1","speed"
0.3592,0,FALSE,0,1,"s1","speed"
0.3209,0,FALSE,0,1,"s1","speed"
0.4085,1,FALSE,0,1,"s1","speed"
0.5488,1,FALSE,0,1,"s1","speed"
0.5535,1,TRUE,0.0772,1,"s1","speed"
0.4878,1,FALSE,0,1,"s1","speed"
0.3174,1,FALSE,0,1,"s1","speed"
0.4065,0,FALSE,0,1,"s1","speed"
0.3692,1,FALSE,0,1,"s1","speed"
0.3689,1,FALSE,0,1,"s1","speed"
0.3717,0,FALSE,0,1,"s1","speed"
0.3352,1,FALSE,0,1,"s1","speed"
0.3394,0,FALSE,0,1,"s1","speed"
0.0444,1,FALSE,0,1,"s1","speed"
0.5046,1,FALSE,0,1,"s1","speed"
0.5099,0,FALSE,0,1,"s1","speed"
0.3964,1,FALSE,0,1,"s1","speed"
0.4526,1,FALSE,0,1,"s1","speed"
0.4458,1,FALSE,0,1,"s1","speed"
0.3938,0,FALSE,0,1,"s1","speed"
0.4996,0,FALSE,0,1,"s1","speed"
0.4557,1,FALSE,0,1,"s1","speed"
0.5095,1,FALSE,0,1,"s1","speed"
0.3711,1,FALSE,0,1,"s1","speed"
0.3837,1,FALSE,0,1,"s1","speed"
0.3759,1,FALSE,0,1,"s1","speed"
0.3748,1,FALSE,0,1,"s1","speed"
0.3362,1,FALSE,0,1,"s1","speed"
0.3158,1,FALSE,0,1,"s1","speed"
0.3013,1,FALSE,0,1,"s1","speed"
0.3666,1,FALSE,0,1,"s1","speed"
0.4,1,FALSE,0,1,"s1","speed"
0.3343,1,FALSE,0,1,"s1","speed"
0.5822,1,FALSE,0,1,"s1","speed"
0.5181,1,FALSE,0,1,"s1","speed"
0.548,1,FALSE,0,1,"s1","speed"
0.3078,1,FALSE,0,1,"s1","speed"
0.4868,1,FALSE,0,1,"s1","speed"
0.3966,1,FALSE,0,1,"s1","speed"
0.4198,1,FALSE,0,1,"s1","speed"
0.4656,1,FALSE,0,1,"s1","speed"
0.3836,1,FALSE,0,1,"s1","speed"
0.469,0,TRUE,0.0301,1,"s1","speed"
0.4532,1,FALSE,0,1,"s1","speed"
0.5042,1,FALSE,0,1,"s1","speed"
0.3954,1,FALSE,0,1,"s1","speed"
0.4337,1,FALSE,0,1,"s1","speed"
0.3331,1,FALSE,0,1,"s1","speed"
0.4193,1,FALSE,0,1,"s1","speed"
0.4457,1,FALSE,0,1,"s1","speed"
0.4454,1,FALSE,0,1,"s1","speed"
0.4338,0,FALSE,0,1,"s1","speed"
0.478,1,FALSE,0,1,"s1","speed"
0.3509,1,FALSE,0,1,"s1","speed"
0.3106,1,FALSE,0,1,"s1","speed"
0.3144,0,FALSE,0,1,"s1","speed"
0.4116,0,FALSE,0,1,"s1","speed"
0.3536,0,FALSE,0,1,"s1","speed"
0.4949,1,FALSE,0,1,"s1","speed"
0.5775,1,FALSE,0,1,"s1","speed"
0.3687,1,FALSE,0,1,"s1","speed"
0.3735,1,FALSE,0,1,"s1","speed"
0.3485,1,FALSE,0,1,"s1","speed"
0.2761,1,FALSE,0,1,"s1","speed"
0.3278,0,FALSE,0,1,"s1","speed"
0.4293,0,FALSE,0,1,"s1","speed"
0.7317,1,FALSE,0,1,"s1","speed"
0.3106,1,FALSE,0,1,"s1","speed"
0.3397,1,FALSE,0,1,"s1","speed"
0.3108,1,FALSE,0,1,"s1","speed"
0.3175,1,FALSE,0,1,"s1","speed"
0.2623,1,FALSE,0,1,"s1","speed"
0.2968,0,FALSE,0,1,"s1","speed"
0.3774,0,FALSE,0,1,"s1","speed"
0.4493,1,FALSE,0,1,"s1","speed"
0.3934,1,FALSE,0,1,"s1","speed"
0.2877,1,FALSE,0,1,"s1","speed"
0.3264,0,FALSE,0,1,"s1","speed"
0.4097,1,FALSE,0,1,"s1","speed"
0.3954,0,FALSE,0,1,"s1","speed"
0.4259,0,FALSE,0,1,"s1","speed"
0.4366,0,FALSE,0,1,"s1","speed"
0.5363,1,FALSE,0,1,"s1","speed"
0.4577,1,FALSE,0,1,"s1","speed"
0.4502,1,FALSE,0,1,"s1","speed"
0.328,1,FALSE,0,1,"s1","speed"
0.3573,1,FALSE,0,1,"s1","speed"
0.3388,1,FALSE,0,1,"s1","speed"
0.3514,1,FALSE,0,1,"s1","speed"
0.3442,1,FALSE,0,1,"s1","speed"
0.6307,0,FALSE,0,1,"s1","speed"
0.6809,1,FALSE,0,1,"s1","speed"
0.3637,0,FALSE,0,1,"s1","speed"
0.4018,1,FALSE,0,1,"s1","speed"
0.3486,1,FALSE,0,1,"s1","speed"
0.4053,1,FALSE,0,1,"s1","speed"
0.3934,1,FALSE,0,1,"s1","speed"
0.3923,0,FALSE,0,1,"s1","speed"
0.4404,0,FALSE,0,1,"s1","speed"
0.418,1,FALSE,0,1,"s1","speed"
0.3927,0,FALSE,0,1,"s1","speed"
0.3919,1,FALSE,0,1,"s1","speed"
0.3783,1,FALSE,0,1,"s1","speed"
0.4217,1,FALSE,0,1,"s1","speed"
0.5062,1,FALSE,0,1,"s1","speed"
0.3628,1,FALSE,0,1,"s1","speed"
0.4119,0,FALSE,0,1,"s1","speed"
0.6081,0,FALSE,0,1,"s1","speed"
0.3946,0,FALSE,0,1,"s1","speed"
0.5909,1,FALSE,0,1,"s1","speed"
0.3775,1,FALSE,0,1,"s1","speed"
0.4217,1,FALSE,0,1,"s1","speed"
0.3576,0,FALSE,0,1,"s1","speed"
0.3734,1,FALSE,0,1,"s1","speed"
0.5498,1,FALSE,0,1,"s1","speed"
0.5554,1,FALSE,0,1,"s1","speed"
0.3407,1,FALSE,0,1,"s1","speed"
0.4851,1,FALSE,0,1,"s1","speed"
0.4066,1,FALSE,0,1,"s1","speed"
0.3895,0,FALSE,0,1,"s1","speed"
0.3264,1,FALSE,0,1,"s1","speed"
0.3932,1,FALSE,0,1,"s1","speed"
0.4801,1,FALSE,0,1,"s1","speed"
0.3837,0,FALSE,0,1,"s1","speed"
0.3431,0,FALSE,0,1,"s1","speed"
0.3843,1,FALSE,0,1,"s1","speed"
0.3017,0,FALSE,0,1,"s1","speed"
0.3233,1,FALSE,0,1,"s1","speed"
0.3635,1,FALSE,0,1,"s1","speed"
0.3905,1,FALSE,0,1,"s1","speed"
0.5231,0,FALSE,0,1,"s1","speed"
0.3872,0,FALSE,0,1,"s1","speed"
0.6276,1,FALSE,0,1,"s1","speed"
0.4069,1,FALSE,0,1,"s1","speed"
0.3492,0,FALSE,0,1,"s1","speed"
0.4587,1,FALSE,0,1,"s1","speed"
0.364,1,FALSE,0,1,"s1","speed"
0.3993,1,FALSE,0,1,"s1","speed"
0.3931,0,FALSE,0,1,"s1","speed"
0.5005,1,FALSE,0,1,"s1","speed"
0.4192,0,FALSE,0,1,"s1","speed"
0.3747,1,FALSE,0,1,"s1","speed"
0.4705,1,FALSE,0,1,"s1","speed"
0.2155,0,FALSE,0,1,"s1","speed"
0.3461,0,FALSE,0,1,"s1","speed"
0.0949,1,FALSE,0,1,"s1","speed"
0.6079,1,FALSE,0,1,"s1","speed"
0.4225,1,FALSE,0,1,"s1","speed"
0.3667,1,FALSE,0,1,"s1","speed"
0.3394,0,FALSE,0,1,"s1","speed"
0.3726,0,FALSE,0,1,"s1","speed"
0.4453,1,FALSE,0,1,"s1","speed"
0.6056,0,FALSE,0,1,"s1","speed"
0.5446,1,FALSE,0,1,"s1","speed"
0.4614,1,FALSE,0,1,"s1","speed"
0.3841,1,FALSE,0,1,"s1","speed"
0.4687,0,FALSE,0,1,"s1","speed"
0.4036,1,FALSE,0,1,"s1","speed"
0.6286,1,FALSE,0,1,"s1","speed"
0.6394,1,FALSE,0,1,"s1","speed"
0.5062,1,FALSE,0,1,"s1","speed"
0.4233,1,FALSE,0,1,"s1","speed"
0.4155,1,FALSE,0,1,"s1","speed"
0.349,0,FALSE,0,1,"s1","speed"
0.5757,1,FALSE,0,1,"s1","speed"
0.3917,1,FALSE,0,1,"s1","speed"
0.5151,1,FALSE,0,1,"s1","speed"
0.4751,1,FALSE,0,1,"s1","speed"
0.5466,1,FALSE,0,1,"s1","speed"
0.5444,1,FALSE,0,1,"s1","speed"
0.3696,1,FALSE,0,1,"s1","speed"
0.3977,1,FALSE,0,1,"s1","speed"
0.3302,0,FALSE,0,1,"s1","speed"
0.5339,1,FALSE,0,1,"s1","speed"
0.3718,0,FALSE,0,1,"s1","speed"
0.485,1,FALSE,0,1,"s1","speed"
0.4119,1,FALSE,0,1,"s1","speed"
0.355,0,FALSE,0,1,"s1","speed"
0.3522,1,FALSE,0,1,"s1","speed"
0.3758,0,FALSE,0,1,"s1","speed"
0.3407,1,FALSE,0,1,"s1","speed"
0.3764,1,FALSE,0,1,"s1","speed"
0.3587,1,FALSE,0,1,"s1","speed"
0.3756,1,FALSE,0,1,"s1","speed"
0.3305,1,FALSE,0,1,"s1","speed"
0.3801,0,FALSE,0,1,"s1","speed"
0.3529,1,FALSE,0,1,"s1","speed"
0.3753,1,FALSE,0,1,"s1","speed"
0.3465,0,FALSE,0,1,"s1","speed"
0.4794,1,FALSE,0,1,"s1","speed"
0.3182,1,FALSE,0,1,"s1","speed"
0.3226,0,FALSE,0,1,"s1","speed"
0.2813,0,FALSE,0,1,"s1","speed"
0.5494,1,FALSE,0,1,"s1","speed"
0.4492,1,FALSE,0,1,"s1","speed"
0.3449,1,FALSE,0,1,"s1","speed"
0.2924,1,FALSE,0,1,"s1","speed"
0.3058,0,FALSE,0,1,"s1","speed"
0.4017,1,FALSE,0,1,"s1","speed"
0.4415,1,FALSE,0,1,"s1","speed"
0.3905,1,FALSE,0,1,"s1","speed"
0.4825,1,FALSE,0,1,"s1","speed"
0.4063,1,FALSE,0,1,"s1","speed"
0.4073,1,FALSE,0,1,"s1","speed"
0.3678,1,FALSE,0,1,"s1","speed"
0.3094,0,FALSE,0,1,"s1","speed"
0.3731,0,FALSE,0,1,"s1","speed"
0.4672,0,FALSE,0,1,"s1","speed"
0.4513,1,FALSE,0,1,"s1","speed"
0.3639,0,FALSE,0,1,"s1","speed"
0.4645,1,FALSE,0,1,"s1","speed"
0.4069,1,FALSE,0,1,"s1","speed"
0.4585,1,FALSE,0,1,"s1","speed"
0.3438,1,FALSE,0,1,"s1","speed"
0.4945,1,FALSE,0,1,"s1","speed"
0.3603,1,FALSE,0,1,"s1","speed"
0.3954,1,FALSE,0,1,"s1","speed"
0.3813,0,FALSE,0,1,"s1","speed"
0.4921,1,FALSE,0,1,"s1","speed"
0.3677,0,FALSE,0,1,"s1","speed"
0.5537,0,FALSE,0,1,"s1","speed"
0.4574,1,FALSE,0,1,"s1","speed"
0.3917,1,FALSE,0,1,"s1","speed"
0.7487,0,TRUE,0.2285,1,"s1","speed"
0.5732,1,FALSE,0,1,"s1","speed"
0.3698,1,FALSE,0,1,"s1","speed"
0.5468,1,FALSE,0,1,"s1","speed"
0.357,1,FALSE,0,1,"s1","speed"
0.3554,1,FALSE,0,1,"s1","speed"
0.3217,0,FALSE,0,1,"s1","speed"
0.459,1,FALSE,0,1,"s1","speed"
0.3879,1,FALSE,0,1,"s1","speed"
0.3355,0,FALSE,0,1,"s1","speed"
0.3813,1,FALSE,0,1,"s1","speed"
0.4432,1,FALSE,0,1,"s1","speed"
0.3627,1,FALSE,0,1,"s1","speed"
0.5236,1,FALSE,0,1,"s1","speed"
0.34,1,FALSE,0,1,"s1","speed"
0.4025,1,FALSE,0,1,"s1","speed"
0.364,1,FALSE,0,1,"s1","speed"
0.3141,0,FALSE,0,1,"s1","speed"
0.4114,1,FALSE,0,1,"s1","speed"
0.4194,0,FALSE,0,1,"s1","speed"
0.3614,0,FALSE,0,1,"s1","speed"
0.366,1,FALSE,0,1,"s1","speed"
0.3829,0,FALSE,0,1,"s1","speed"
0.4851,0,FALSE,0,1,"s1","speed"
0.4848,1,FALSE,0,1,"s1","speed"
0.3744,1,FALSE,0,1,"s1","speed"
0.4393,1,FALSE,0,1,"s1","speed"
0.412,1,FALSE,0,1,"s1","speed"
0.4162,1,FALSE,0,1,"s1","speed"
0.293,0,FALSE,0,1,"s1","speed"
0.3852,0,FALSE,0,1,"s1","speed"
0.3762,1,FALSE,0,1,"s1","speed"
0.3749,1,FALSE,0,1,"s1","speed"
0.3873,0,FALSE,0,1,"s1","speed"
0.4405,1,FALSE,0,1,"s1","speed"
0.3946,0,FALSE,0,1,"s1","speed"
0.4777,1,FALSE,0,1,"s1","speed"
0.3173,1,FALSE,0,1,"s1","speed"
0.3597,0,FALSE,0,1,"s1","speed"
0.6244,0,FALSE,0,1,"s1","speed"
0.4346,0,FALSE,0,1,"s1","speed"
0.3824,0,FALSE,0,1,"s1","speed"
0.4734,1,FALSE,0,1,"s1","speed"
0.9475,1,FALSE,0,1,"s1","speed"
0.4935,1,FALSE,0,1,"s1","speed"
0.3539,0,FALSE,0,1,"s1","speed"
0.4727,0,FALSE,0,1,"s1","speed"
0.4153,1,FALSE,0,1,"s1","speed"
0.482,1,FALSE,0,1,"s1","speed"
0.4122,1,FALSE,0,1,"s1","speed"
0.3976,1,FALSE,0,1,"s1","speed"
0.3552,0,FALSE,0,1,"s1","speed"
0.3997,1,FALSE,0,1,"s1","speed"
0.3981,1,FALSE,0,1,"s1","speed"
0.3388,1,FALSE,0,1,"s1","speed"
0.3424,1,FALSE,0,1,"s1","speed"
0.3395,1,FALSE,0,1,"s1","speed"
0.3179,0,FALSE,0,1,"s1","speed"
0.4152,1,FALSE,0,1,"s1","speed"
0.3537,1,FALSE,0,1,"s1","speed"
0.3556,1,FALSE,0,1,"s1","speed"
0.3462,0,FALSE,0,1,"s1","speed"
0.3868,0,FALSE,0,1,"s1","speed"
0.3476,1,FALSE,0,1,"s1","speed"
0.4148,1,FALSE,0,1,"s1","speed"
0.3743,1,FALSE,0,1,"s1","speed"
0.3401,1,FALSE,0,1,"s1","speed"
0.5103,1,FALSE,0,1,"s1","speed"
0.4487,1,FALSE,0,1,"s1","speed"
0.4634,1,FALSE,0,1,"s1","speed"
0.4169,1,FALSE,0,1,"s1","speed"
0.4763,1,FALSE,0,1,"s1","speed"
0.4525,0,FALSE,0,1,"s1","speed"
0.3245,1,FALSE,0,1,"s1","speed"
0.5084,1,FALSE,0,1,"s1","speed"
0.3898,1,FALSE,0,1,"s1","speed"
0.5504,0,FALSE,0,1,"s1","speed"
0.3479,0,FALSE,0,1,"s1","speed"
0.4285,1,FALSE,0,1,"s1","speed"
0.2873,1,FALSE,0,1,"s1","speed"
0.3288,1,FALSE,0,1,"s1","speed"
0.3484,0,FALSE,0,1,"s1","speed"
0.3034,0,FALSE,0,1,"s1","speed"
0.3731,1,FALSE,0,1,"s1","speed"
0.3272,0,FALSE,0,1,"s1","speed"
0.2733,1,FALSE,0,1,"s1","speed"
0.2712,1,FALSE,0,1,"s1","speed"
0.2849,1,FALSE,0,1,"s1","speed"
0.3194,1,FALSE,0,1,"s1","speed"
0.2801,1,FALSE,0,1,"s1","speed"
0.3123,0,FALSE,0,1,"s1","speed"
0.3471,0,FALSE,0,1,"s1","speed"
0.3708,1,FALSE,0,1,"s1","speed"
0.3405,0,FALSE,0,1,"s1","speed"
0.3614,0,FALSE,0,1,"s1","speed"
0.5815,0,TRUE,0.0968,1,"s1","speed"
0.4692,1,FALSE,0,1,"s1","speed"
0.365,1,FALSE,0,1,"s1","speed"
0.4005,1,FALSE,0,1,"s1","speed"
0.3551,1,FALSE,0,1,"s1","speed"
0.4265,0,FALSE,0,1,"s1","speed"
0.375,1,FALSE,0,1,"s1","speed"
0.6217,0,TRUE,0.0283,1,"s1","speed"
0.6604,1,FALSE,0,1,"s1","speed"
0.4406,0,FALSE,0,1,"s1","speed"
0.371,1,FALSE,0,1,"s1","speed"
0.4544,1,FALSE,0,1,"s1","speed"
0.4624,0,FALSE,0,1,"s1","speed"
0.4383,1,FALSE,0,1,"s1","speed"
0.5687,1,FALSE,0,1,"s1","speed"
0.6397,1,FALSE,0,1,"s1","speed"
0.4251,1,FALSE,0,1,"s1","speed"
0.3848,0,FALSE,0,1,"s1","speed"
0.6992,1,FALSE,0,1,"s1","speed"
0.3577,1,FALSE,0,1,"s1","speed"
0.3769,1,FALSE,0,1,"s1","speed"
0.4521,1,FALSE,0,1,"s1","speed"
0.47,1,FALSE,0,1,"s1","speed"
0.6122,1,FALSE,0,1,"s1","speed"
0.4851,1,FALSE,0,1,"s1","speed"
0.4687,1,FALSE,0,1,"s1","speed"
0.4202,1,FALSE,0,1,"s1","speed"
0.455,1,FALSE,0,1,"s1","speed"
0.4161,1,FALSE,0,1,"s1","speed"
0.4009,1,FALSE,0,1,"s1","speed"
0.4504,1,FALSE,0,1,"s1","speed"
0.528,0,FALSE,0,1,"s1","speed"
0.4517,0,FALSE,0,1,"s1","speed"
0.0484,0,FALSE,0,1,"s1","speed"
0.6132,1,FALSE,0,1,"s1","speed"
0.4182,0,FALSE,0,1,"s1","speed"
0.4316,0,FALSE,0,1,"s1","speed"
0.4078,0,FALSE,0,1,"s1","speed"
0.5255,1,FALSE,0,1,"s1","speed"
0.5107,1,FALSE,0,1,"s1","speed"
0.5481,1,FALSE,0,1,"s1","speed"
0.4664,0,FALSE,0,1,"s1","speed"
0.5727,1,FALSE,0,1,"s1","speed"
0.4971,0,FALSE,0,1,"s1","speed"
0.3911,0,FALSE,0,1,"s1","speed"
0.453,0,FALSE,0,1,"s1","speed"
0.3767,1,FALSE,0,1,"s1","speed"
0.3751,1,FALSE,0,1,"s1","speed"
0.3912,1,FALSE,0,1,"s1","speed"
0.3848,1,FALSE,0,1,"s1","speed"
0.3993,1,FALSE,0,1,"s1","speed"
0.5003,1,FALSE,0,1,"s1","speed"
0.4577,1,FALSE,0,1,"s1","speed"
0.5277,1,FALSE,0,1,"s1","speed"
0.427,1,FALSE,0,1,"s1","speed"
0.5191,1,FALSE,0,1,"s1","speed"
0.5301,1,FALSE,0,1,"s1","speed"
0.4778,1,FALSE,0,1,"s1","speed"
0.4205,1,FALSE,0,1,"s1","speed"
0.5003,1,FALSE,0,1,"s1","speed"
0.532,1,FALSE,0,1,"s1","speed"
0.4062,1,FALSE,0,1,"s1","speed"
0.617,1,FALSE,0,1,"s1","speed"
0.3861,1,FALSE,0,1,"s1","speed"
0.381,1,FALSE,0,1,"s1","speed"
0.3678,0,FALSE,0,1,"s1","speed"
0.4105,0,FALSE,0,1,"s1","speed"
0.7542,1,FALSE,0,1,"s1","speed"
0.5338,1,FALSE,0,1,"s1","speed"
0.3554,1,FALSE,0,1,"s1","speed"
0.3332,0,FALSE,0,1,"s1","speed"
0.3929,1,FALSE,0,1,"s1","speed"
0.4237,1,FALSE,0,1,"s1","speed"
0.5121,1,FALSE,0,1,"s1","speed"
0.4819,1,FALSE,0,1,"s1","speed"
0.4282,1,FALSE,0,1,"s1","speed"
0.4711,1,FALSE,0,1,"s1","speed"
0.3671,1,FALSE,0,1,"s1","speed"
0.4543,1,FALSE,0,1,"s1","speed"
0.4167,1,FALSE,0,1,"s1","speed"
0.4648,1,FALSE,0,1,"s1","speed"
0.4255,1,FALSE,0,1,"s1","speed"
0.4343,1,FALSE,0,1,"s1","speed"
0.5908,1,FALSE,0,1,"s1","speed"
0.4089,1,FALSE,0,1,"s1","speed"
0.3938,1,FALSE,0,1,"s1","speed"
0.3663,1,FALSE,0,1,"s1","speed"
0.5006,1,FALSE,0,1,"s1","speed"
0.4408,0,FALSE,0,1,"s1","speed"
0.4173,0,FALSE,0,1,"s1","speed"
0.4554,0,FALSE,0,1,"s1","speed"
0.4848,1,FALSE,0,1,"s1","speed"
0.3997,1,FALSE,0,1,"s1","speed"
0.4306,1,FALSE,0,1,"s1","speed"
0.4639,0,FALSE,0,1,"s1","speed"
0.5188,1,FALSE,0,1,"s1","speed"
0.4557,1,FALSE,0,1,"s1","speed"
0.5342,1,FALSE,0,1,"s1","speed"
0.4186,0,FALSE,0,1,"s1","speed"
0.4413,1,FALSE,0,1,"s1","speed"
0.4578,1,FALSE,0,1,"s1","speed"
0.3928,0,FALSE,0,1,"s1","speed"
0.596,1,FALSE,0,1,"s1","speed"
0.4657,1,FALSE,0,1,"s1","speed"
0.4669,1,FALSE,0,1,"s1","speed"
0.4228,1,FALSE,0,1,"s1","speed"
0.3847,1,FALSE,0,1,"s1","speed"
0.3814,1,FALSE,0,1,"s1","speed"
0.4293,1,FALSE,0,1,"s1","speed"
0.5138,1,FALSE,0,1,"s1","speed"
0.4396,0,FALSE,0,1,"s1","speed"
0.5738,1,FALSE,0,1,"s1","speed"
0.579,0,FALSE,0,1,"s1","speed"
0.4063,0,FALSE,0,1,"s1","speed"
0.4659,1,FALSE,0,1,"s1","speed"
0.8267,0,TRUE,0.1475,1,"s1","speed"
0.6397,0,FALSE,0,1,"s1","speed"
0.6535,0,FALSE,0,1,"s1","speed"
0.5305,0,FALSE,0,1,"s1","speed"
0.4828,1,FALSE,0,1,"s1","speed"
0.4265,1,FALSE,0,1,"s1","speed"
0.4227,1,FALSE,0,1,"s1","speed"
0.4641,0,FALSE,0,1,"s1","speed"
0.497,1,FALSE,0,1,"s1","speed"
0.4448,1,FALSE,0,1,"s1","speed"
0.4848,1,FALSE,0,1,"s1","speed"
0.6266,1,FALSE,0,1,"s1","speed"
0.33,1,FALSE,0,1,"s1","speed"
0.3384,0,FALSE,0,1,"s1","speed"
0.3443,1,FALSE,0,1,"s1","speed"
0.4745,1,FALSE,0,1,"s1","speed"
0.4514,1,FALSE,0,1,"s1","speed"
0.3848,1,FALSE,0,1,"s1","speed"
0.381,1,FALSE,0,1,"s1","speed"
0.3889,1,FALSE,0,1,"s1","speed"
0.3812,1,FALSE,0,1,"s1","speed"
0.3829,1,FALSE,0,1,"s1","speed"
0.4567,1,FALSE,0,1,"s1","speed"
0.3984,1,FALSE,0,1,"s1","speed"
0.3764,1,FALSE,0,1,"s1","speed"
0.4051,1,FALSE,0,1,"s1","speed"
0.3807,1,FALSE,0,1,"s1","speed"
0.4634,0,FALSE,0,1,"s1","speed"
0.466,0,FALSE,0,1,"s1","speed"
0.3375,1,FALSE,0,1,"s1","speed"
0.3991,1,FALSE,0,1,"s1","speed"
0.4098,1,FALSE,0,1,"s1","speed"
0.4379,1,FALSE,0,1,"s1","speed"
0.4144,1,FALSE,0,1,"s1","speed"
0.3177,1,FALSE,0,1,"s1","speed"
0.2957,0,FALSE,0,1,"s1","speed"
0.3881,1,FALSE,0,1,"s1","speed"
0.5287,1,FALSE,0,1,"s1","speed"
0.4028,1,FALSE,0,1,"s1","speed"
0.4462,1,FALSE,0,1,"s1","speed"
0.3863,1,FALSE,0,1,"s1","speed"
0.3973,1,FALSE,0,1,"s1","speed"
0.5089,1,FALSE,0,1,"s1","speed"
0.4107,1,FALSE,0,1,"s1","speed"
0.4142,1,FALSE,0,1,"s1","speed"
0.4801,1,FALSE,0,1,"s1","speed"
0.5052,1,FALSE,0,1,"s1","speed"
0.4116,1,FALSE,0,1,"s1","speed"
0.3947,1,FALSE,0,1,"s1","speed"
0.3651,0,FALSE,0,1,"s1","speed"
0.3819,1,FALSE,0,1,"s1","speed"
0.4389,1,FALSE,0,1,"s1","speed"
0.4579,1,FALSE,0,1,"s1","speed"
0.4237,1,FALSE,0,1,"s1","speed"
0.4044,1,FALSE,0,1,"s1","speed"
0.4268,1,FALSE,0,1,"s1","speed"
0.4835,1,FALSE,0,1,"s1","speed"
0.3729,0,FALSE,0,1,"s1","speed"
0.5311,1,FALSE,0,1,"s1","speed"
0.3925,1,FALSE,0,1,"s1","speed"
0.3629,1,FALSE,0,1,"s1","speed"
0.4012,1,FALSE,0,1,"s1","speed"
0.4145,1,FALSE,0,1,"s1","speed"
0.4338,0,FALSE,0,1,"s1","speed"
0.4257,1,FALSE,0,1,"s1","speed"
0.426,1,FALSE,0,1,"s1","speed"
0.5431,1,FALSE,0,1,"s1","speed"
0.436,1,FALSE,0,1,"s1","speed"
0.4888,1,FALSE,0,1,"s1","speed"
0.408,1,FALSE,0,1,"s1","speed"
0.3255,1,FALSE,0,1,"s1","speed"
0.5063,1,FALSE,0,1,"s1","speed"
0.3452,1,FALSE,0,1,"s1","speed"
0.3461,0,FALSE,0,1,"s1","speed"
0.5314,1,FALSE,0,1,"s1","speed"
0.4647,1,FALSE,0,1,"s1","speed"
0.487,1,FALSE,0,1,"s1","speed"
0.4024,0,FALSE,0,1,"s1","speed"
0.3834,0,FALSE,0,1,"s1","speed"
0.5583,1,FALSE,0,1,"s1","speed"
0.3552,1,FALSE,0,1,"s1","speed"
0.4103,0,FALSE,0,1,"s1","speed"
0.4668,1,FALSE,0,1,"s1","speed"
0.5719,1,FALSE,0,1,"s1","speed"
0.4274,0,FALSE,0,1,"s1","speed"
0.6197,1,FALSE,0,1,"s1","speed"
0.4832,1,FALSE,0,1,"s1","speed"
0.4828,1,FALSE,0,1,"s1","speed"
0.4017,1,FALSE,0,1,"s1","speed"
0.653,1,FALSE,0,1,"s1","speed"
0.4772,0,FALSE,0,1,"s1","speed"
0.4081,1,FALSE,0,1,"s1","speed"
0.4219,0,FALSE,0,1,"s1","speed"
0.4909,1,FALSE,0,1,"s1","speed"
0.4476,1,FALSE,0,1,"s1","speed"
0.5797,1,FALSE,0,1,"s1","speed"
0.4378,1,FALSE,0,1,"s1","speed"
0.4365,1,FALSE,0,1,"s1","speed"
0.535,1,FALSE,0,1,"s1","speed"
