"rt","response","dr","drt","observed","subject","condition"
0.3345,0,FALSE,0,1,"s1","speed"
0.502,1,FALSE,0,1,"s1","speed"
0.4462,0,FALSE,0,1,"s1","speed"
0.478,1,FALSE,0,1,"s1","speed"
0.4138,1,FALSE,0,1,"s1","speed"
0.4264,0,FALSE,0,1,"s1","speed"
0.6321,1,FALSE,0,1,"s1","speed"
0.3862,1,FALSE,0,1,"s1","speed"
0.4632,1,FALSE,0,1,"s1","speed"
0.403,1,FALSE,0,1,"s1","speed"
0.397,0,FALSE,0,1,"s1","speed"
0.3512,1,FALSE,0,1,"s1","speed"
0.27,1,FALSE,0,1,"s1","speed"
0.3456,0,FALSE,0,1,"s1","speed"
0.5884,1,FALSE,0,1,"s1","speed"
0.3813,1,FALSE,0,1,"s1","speed"
0.4144,1,FALSE,0,1,"s1","speed"
0.4044,0,FALSE,0,1,"s1","speed"
0.5005,0,FALSE,0,1,"s1","speed"
0.4089,1,FALSE,0,1,"s1","speed"
0.5547,1,FALSE,0,1,"s1","speed"
0.4736,0,FALSE,0,1,"s1","speed"
0.44,1,FALSE,0,1,"s1","speed"
0.4781,1,FALSE,0,1,"s1","speed"
0.3961,1,FALSE,0,1,"s1","speed"
0.5043,1,FALSE,0,1,"s1","speed"
0.4633,1,FALSE,0,1,"s1","speed"
0.4971,1,FALSE,0,1,"s1","speed"
0.4408,1,FALSE,0,1,"s1","speed"
0.3943,1,FALSE,0,1,"s1","speed"
0.2843,0,FALSE,0,1,"s1","speed"
0.4858,1,FALSE,0,1,"s1","speed"
0.685,0,FALSE,0,1,"s1","speed"
0.4384,1,FALSE,0,1,"s1","speed"
0.3352,1,FALSE,0,1,"s1","speed"
0.266,1,FALSE,0,1,"s1","speed"
0.3205,1,FALSE,0,1,"s1","speed"
0.3225,1,FALSE,0,1,"s1","speed"
0.3725,1,FALSE,0,1,"s1","speed"
0.4152,1,FALSE,0,1,"s1","speed"
0.3492,1,FALSE,0,1,"s1","speed"
0.3251,0,FALSE,0,1,"s1","speed"
0.4359,0,FALSE,0,1,"s1","speed"
0.5042,1,FALSE,0,1,"s1","speed"
0.4928,1,FALSE,0,1,"s1","speed"
0.6006,1,FALSE,0,1,"s1","speed"
0.3798,1,FALSE,0,1,"s1","speed"
0.3875,1,FALSE,0,1,"s1","speed"
0.506,1,FALSE,0,1,"s1","speed"
0.4673,1,FALSE,0,1,"s1","speed"
0.5528,1,FALSE,0,1,"s1","speed"
0.4954,1,FALSE,0,1,"s1","speed"
0.4532,0,FALSE,0,1,"s1","speed"
0.6158,1,FALSE,0,1,"s1","speed"
0.4691,1,FALSE,0,1,"s1","speed"
0.4628,1,FALSE,0,1,"s1","speed"
0.3961,1,FALSE,0,1,"s1","speed"
0.4358,1,FALSE,0,1,"s1","speed"
0.5211,1,FALSE,0,1,"s1","speed"
0.3706,1,FALSE,0,1,"s1","speed"
0.3829,1,FALSE,0,1,"s1","speed"
0.4194,1,FALSE,0,1,"s1","speed"
0.515,1,FALSE,0,1,"s1","speed"
0.4218,0,FALSE,0,1,"s1","speed"
0.5743,1,FALSE,0,1,"s1","speed"
0.3709,1,FALSE,0,1,"s1","speed"
0.3619,1,FALSE,0,1,"s1","speed"
0.3809,1,FALSE,0,1,"s1","speed"
0.3809,1,FALSE,0,1,"s1","speed"
0.435,1,FALSE,0,1,"s1","speed"
0.3532,1,FALSE,0,1,"s1","speed"
0.4308,0,FALSE,0,1,"s1","speed"
0.4775,1,FALSE,0,1,"s1","speed"
0.4679,1,FALSE,0,1,"s1","speed"
0.5878,1,FALSE,0,1,"s1","speed"
0.4575,1,FALSE,0,1,"s1","speed"
0.6258,1,FALSE,0,1,"s1","speed"
0.4105,1,FALSE,0,1,"s1","speed"
0.412,1,FALSE,0,1,"s1","speed"
0.3971,1,FALSE,0,1,"s1","speed"
0.3995,1,FALSE,0,1,"s1","speed"
0.5197,0,FALSE,0,1,"s1","speed"
0.4513,1,FALSE,0,1,"s1","speed"
0.4727,1,FALSE,0,1,"s1","speed"
0.475,1,FALSE,0,1,"s1","speed"
0.512,0,TRUE,0.0406,1,"s1","speed"
0.5684,1,FALSE,0,1,"s1","speed"
0.4823,1,FALSE,0,1,"s1","speed"
0.3915,1,FALSE,0,1,"s1","speed"
0.3795,1,FALSE,0,1,"s1","speed"
0.4403,1,FALSE,0,1,"s1","speed"
0.4017,1,FALSE,0,1,"s1","speed"
0.4524,1,FALSE,0,1,"s1","speed"
0.3936,0,FALSE,0,1,"s1","speed"
0.4899,1,FALSE,0,1,"s1","speed"
0.6029,1,TRUE,0.1948,1,"s1","speed"
0.5689,1,FALSE,0,1,"s1","speed"
0.5293,1,FALSE,0,1,"s1","speed"
0.484,1,FALSE,0,1,"s1","speed"
0.7568,1,FALSE,0,1,"s1","speed"
0.4361,1,FALSE,0,1,"s1","speed"
0.3239,1,FALSE,0,1,"s1","speed"
0.3787,1,FALSE,0,1,"s1","speed"
0.4066,1,FALSE,0,1,"s1","speed"
0.3898,1,FALSE,0,1,"s1","speed"
0.3487,1,FALSE,0,1,"s1","speed"
0.3946,1,FALSE,0,1,"s1","speed"
0.5707,0,FALSE,0,1,"s1","speed"
0.3854,0,FALSE,0,1,"s1","speed"
0.4512,1,FALSE,0,1,"s1","speed"
0.4579,1,FALSE,0,1,"s1","speed"
0.5329,1,FALSE,0,1,"s1","speed"
0.4051,1,FALSE,0,1,"s1","speed"
0.4504,1,FALSE,0,1,"s1","speed"
0.4314,1,FALSE,0,1,"s1","speed"
0.5253,1,FALSE,0,1,"s1","speed"
0.3886,0,FALSE,0,1,"s1","speed"
0.4163,1,FALSE,0,1,"s1","speed"
0.4201,1,FALSE,0,1,"s1","speed"
0.3762,1,FALSE,0,1,"s1","speed"
0.5789,0,TRUE,0.1127,1,"s1","speed"
0.4293,1,FALSE,0,1,"s1","speed"
0.3759,1,FALSE,0,1,"s1","speed"
0.4459,1,FALSE,0,1,"s1","speed"
0.4128,0,FALSE,0,1,"s1","speed"
0.3644,0,FALSE,0,1,"s1","speed"
0.5956,0,FALSE,0,1,"s1","speed"
0.4516,1,FALSE,0,1,"s1","speed"
0.436,1,FALSE,0,1,"s1","speed"
0.5045,1,FALSE,0,1,"s1","speed"
0.4114,1,FALSE,0,1,"s1","speed"
0.4797,1,FALSE,0,1,"s1","speed"
0.4598,1,FALSE,0,1,"s1","speed"
0.473,1,FALSE,0,1,"s1","speed"
0.4326,1,FALSE,0,1,"s1","speed"
0.4972,1,FALSE,0,1,"s1","speed"
0.5003,1,FALSE,0,1,"s1","speed"
0.4795,0,FALSE,0,1,"s1","speed"
0.6133,0,FALSE,0,1,"s1","speed"
0.4443,0,FALSE,0,1,"s1","speed"
0.4835,1,FALSE,0,1,"s1","speed"
0.4067,1,FALSE,0,1,"s1","speed"
0.4143,1,FALSE,0,1,"s1","speed"
0.4882,0,FALSE,0,1,"s1","speed"
0.5572,1,FALSE,0,1,"s1","speed"
0.4099,1,FALSE,0,1,"s1","speed"
0.455,1,FALSE,0,1,"s1","speed"
0.3842,1,FALSE,0,1,"s1","speed"
0.5033,0,FALSE,0,1,"s1","speed"
0.4179,0,FALSE,0,1,"s1","speed"
0.3637,1,FALSE,0,1,"s1","speed"
0.4595,1,FALSE,0,1,"s1","speed"
0.3589,0,FALSE,0,1,"s1","speed"
0.4549,0,FALSE,0,1,"s1","speed"
0.5221,1,FALSE,0,1,"s1","speed"
0.5023,0,FALSE,0,1,"s1","speed"
0.1069,0,FALSE,0,1,"s1","speed"
0.441,0,FALSE,0,1,"s1","speed"
0.4769,1,FALSE,0,1,"s1","speed"
0.4637,1,FALSE,0,1,"s1","speed"
0.4399,1,FALSE,0,1,"s1","speed"
0.4852,1,FALSE,0,1,"s1","speed"
0.4429,1,FALSE,0,1,"s1","speed"
0.5611,1,FALSE,0,1,"s1","speed"
0.4214,1,FALSE,0,1,"s1","speed"
0.3954,0,FALSE,0,1,"s1","speed"
0.4076,1,FALSE,0,1,"s1","speed"
0.4762,1,FALSE,0,1,"s1","speed"
0.4191,1,FALSE,0,1,"s1","speed"
0.391,0,FALSE,0,1,"s1","speed"
0.4049,0,FALSE,0,1,"s1","speed"
0.6296,1,FALSE,0,1,"s1","speed"
0.4201,1,FALSE,0,1,"s1","speed"
0.5332,1,FALSE,0,1,"s1","speed"
0.3874,1,FALSE,0,1,"s1","speed"
0.3628,0,FALSE,0,1,"s1","speed"
0.3576,0,FALSE,0,1,"s1","speed"
0.409,1,FALSE,0,1,"s1","speed"
0.4924,1,FALSE,0,1,"s1","speed"
0.4958,1,FALSE,0,1,"s1","speed"
0.4749,0,FALSE,0,1,"s1","speed"
0.4985,1,FALSE,0,1,"s1","speed"
0.5857,1,FALSE,0,1,"s1","speed"
0.5684,1,FALSE,0,1,"s1","speed"
0.8312,1,FALSE,0,1,"s1","speed"
0.58,0,FALSE,0,1,"s1","speed"
0.4172,0,FALSE,0,1,"s1","speed"
0.5548,1,FALSE,0,1,"s1","speed"
0.4476,1,FALSE,0,1,"s1","speed"
0.4879,1,FALSE,0,1,"s1","speed"
0.4442,1,FALSE,0,1,"s1","speed"
0.4089,1,FALSE,0,1,"s1","speed"
0.3807,1,FALSE,0,1,"s1","speed"
0.4742,1,FALSE,0,1,"s1","speed"
0.4088,0,FALSE,0,1,"s1","speed"
0.3951,1,FALSE,0,1,"s1","speed"
0.4554,1,FALSE,0,1,"s1","speed"
0.4624,1,FALSE,0,1,"s1","speed"
0.4714,1,FALSE,0,1,"s1","speed"
0.4583,0,FALSE,0,1,"s1","speed"
0.3367,0,FALSE,0,1,"s1","speed"
0.4758,1,FALSE,0,1,"s1","speed"
0.3418,1,FALSE,0,1,"s1","speed"
0.3206,1,FALSE,0,1,"s1","speed"
0.3839,1,FALSE,0,1,"s1","speed"
0.3665,0,FALSE,0,1,"s1","speed"
0.5434,1,FALSE,0,1,"s1","speed"
0.3327,0,FALSE,0,1,"s1","speed"
0.3581,1,FALSE,0,1,"s1","speed"
0.4675,0,FALSE,0,1,"s1","speed"
0.523,1,FALSE,0,1,"s1","speed"
0.4024,1,FALSE,0,1,"s1","speed"
0.6622,1,TRUE,0.1283,1,"s1","speed"
0.5457,1,FALSE,0,1,"s1","speed"
0.3611,1,FALSE,0,1,"s1","speed"
0.4138,1,FALSE,0,1,"s1","speed"
0.4244,1,FALSE,0,1,"s1","speed"
0.4452,0,FALSE,0,1,"s1","speed"
0.4117,1,FALSE,0,1,"s1","speed"
0.4889,1,FALSE,0,1,"s1","speed"
0.4014,0,FALSE,0,1,"s1","speed"
0.3734,0,FALSE,0,1,"s1","speed"
0.4299,0,FALSE,0,1,"s1","speed"
0.4659,1,FALSE,0,1,"s1","speed"
0.4962,1,FALSE,0,1,"s1","speed"
0.3634,1,FALSE,0,1,"s1","speed"
0.3419,1,FALSE,0,1,"s1","speed"
0.3464,0,FALSE,0,1,"s1","speed"
0.3758,0,FALSE,0,1,"s1","speed"
0.5392,0,FALSE,0,1,"s1","speed"
0.4389,0,FALSE,0,1,"s1","speed"
0.3459,1,FALSE,0,1,"s1","speed"
0.4179,1,FALSE,0,1,"s1","speed"
0.2521,1,FALSE,0,1,"s1","speed"
0.2896,0,FALSE,0,1,"s1","speed"
0.6978,1,FALSE,0,1,"s1","speed"
0.4468,1,FALSE,0,1,"s1","speed"
0.4067,1,FALSE,0,1,"s1","speed"
0.3458,1,FALSE,0,1,"s1","speed"
0.3316,1,FALSE,0,1,"s1","speed"
0.3311,1,FALSE,0,1,"s1","speed"
0.4086,1,FALSE,0,1,"s1","speed"
0.3288,1,FALSE,0,1,"s1","speed"
0.3324,1,FALSE,0,1,"s1","speed"
0.4289,1,FALSE,0,1,"s1","speed"
0.4535,1,FALSE,0,1,"s1","speed"
0.4013,1,FALSE,0,1,"s1","speed"
0.4739,1,FALSE,0,1,"s1","speed"
0.3518,1,FALSE,0,1,"s1","speed"
0.3683,1,FALSE,0,1,"s1","speed"
0.4393,1,FALSE,0,1,"s1","speed"
0.4455,1,FALSE,0,1,"s1","speed"
0.4064,0,FALSE,0,1,"s1","speed"
0.4056,1,FALSE,0,1,"s1","speed"
0.4701,1,FALSE,0,1,"s1","speed"
0.3871,1,FALSE,0,1,"s1","speed"
0.2522,0,FALSE,0,1,"s1","speed"
0.4251,1,FALSE,0,1,"s1","speed"
0.5988,1,FALSE,0,1,"s1","speed"
0.2871,1,FALSE,0,1,"s1","speed"
0.3655,1,FALSE,0,1,"s1","speed"
0.3399,0,FALSE,0,1,"s1","speed"
0.4852,0,FALSE,0,1,"s1","speed"
0.483,0,FALSE,0,1,"s1","speed"
0.3455,0,FALSE,0,1,"s1","speed"
0.4115,0,FALSE,0,1,"s1","speed"
0.4928,1,FALSE,0,1,"s1","speed"
0.4052,1,FALSE,0,1,"s1","speed"
0.4077,1,FALSE,0,1,"s1","speed"
0.5233,0,FALSE,0,1,"s1","speed"
0.5175,1,FALSE,0,1,"s1","speed"
0.4364,1,FALSE,0,1,"s1","speed"
0.4388,1,FALSE,0,1,"s1","speed"
0.3394,0,FALSE,0,1,"s1","speed"
0.3782,1,FALSE,0,1,"s1","speed"
0.4431,0,FALSE,0,1,"s1","speed"
0.4918,1,FALSE,0,1,"s1","speed"
0.3614,0,FALSE,0,1,"s1","speed"
0.6176,0,FALSE,0,1,"s1","speed"
0.493,0,FALSE,0,1,"s1","speed"
0.6173,0,FALSE,0,1,"s1","speed"
0.3734,1,FALSE,0,1,"s1","speed"
0.5534,1,FALSE,0,1,"s1","speed"
0.3521,1,FALSE,0,1,"s1","speed"
0.3971,0,FALSE,0,1,"s1","speed"
0.4039,1,FALSE,0,1,"s1","speed"
0.333,0,FALSE,0,1,"s1","speed"
0.1743,0,FALSE,0,1,"s1","speed"
0.5389,1,FALSE,0,1,"s1","speed"
0.3518,0,FALSE,0,1,"s1","speed"
0.399,1,FALSE,0,1,"s1","speed"
0.3885,1,FALSE,0,1,"s1","speed"
0.3301,0,FALSE,0,1,"s1","speed"
0.4676,0,FALSE,0,1,"s1","speed"
0.3502,1,FALSE,0,1,"s1","speed"
0.1958,1,FALSE,0,1,"s1","speed"
0.4522,1,FALSE,0,1,"s1","speed"
0.3562,1,FALSE,0,1,"s1","speed"
0.2863,1,FALSE,0,1,"s1","speed"
0.448,0,FALSE,0,1,"s1","speed"
0.3222,1,FALSE,0,1,"s1","speed"
0.3797,1,FALSE,0,1,"s1","speed"
0.4133,1,FALSE,0,1,"s1","speed"
0.3852,1,FALSE,0,1,"s1","speed"
0.4118,1,FALSE,0,1,"s1","speed"
0.4402,1,FALSE,0,1,"s1","speed"
0.3876,0,FALSE,0,1,"s1","speed"
0.5155,1,FALSE,0,1,"s1","speed"
0.3768,1,FALSE,0,1,"s1","speed"
0.4118,1,FALSE,0,1,"s1","speed"
0.5204,1,FALSE,0,1,"s1","speed"
0.2666,1,FALSE,0,1,"s1","speed"
0.2928,1,FALSE,0,1,"s1","speed"
0.3381,0,FALSE,0,1,"s1","speed"
0.5194,1,FALSE,0,1,"s1","speed"
0.7181,1,FALSE,0,1,"s1","speed"
0.4967,1,FALSE,0,1,"s1","speed"
0.4622,1,FALSE,0,1,"s1","speed"
0.5538,1,FALSE,0,1,"s1","speed"
0.4599,1,FALSE,0,1,"s1","speed"
0.3549,1,FALSE,0,1,"s1","speed"
0.3678,1,FALSE,0,1,"s1","speed"
0.5032,1,FALSE,0,1,"s1","speed"
0.4256,1,FALSE,0,1,"s1","speed"
0.4884,0,TRUE,0.1341,1,"s1","speed"
0.5055,1,FALSE,0,1,"s1","speed"
0.4956,1,FALSE,0,1,"s1","speed"
0.3492,1,FALSE,0,1,"s1","speed"
0.4069,1,FALSE,0,1,"s1","speed"
0.3042,0,FALSE,0,1,"s1","speed"
0.2767,1,FALSE,0,1,"s1","speed"
0.2822,1,FALSE,0,1,"s1","speed"
0.2799,1,FALSE,0,1,"s1","speed"
0.2776,0,FALSE,0,1,"s1","speed"
0.3925,0,FALSE,0,1,"s1","speed"
0.5083,0,FALSE,0,1,"s1","speed"
0.4357,0,FALSE,0,1,"s1","speed"
0.6035,1,FALSE,0,1,"s1","speed"
0.3968,1,FALSE,0,1,"s1","speed"
0.3121,1,FALSE,0,1,"s1","speed"
0.358,1,FALSE,0,1,"s1","speed"
0.3343,1,FALSE,0,1,"s1","speed"
0.3405,1,FALSE,0,1,"s1","speed"
0.4431,0,FALSE,0,1,"s1","speed"
0.4759,1,FALSE,0,1,"s1","speed"
0.4039,0,FALSE,0,1,"s1","speed"
0.4707,0,FALSE,0,1,"s1","speed"
0.6682,1,FALSE,0,1,"s1","speed"
0.3945,0,FALSE,0,1,"s1","speed"
0.4592,1,FALSE,0,1,"s1","speed"
0.491,1,FALSE,0,1,"s1","speed"
0.3846,0,FALSE,0,1,"s1","speed"
0.7414,1,FALSE,0,1,"s1","speed"
0.4085,1,FALSE,0,1,"s1","speed"
0.3452,1,FALSE,0,1,"s1","speed"
0.3483,1,FALSE,0,1,"s1","speed"
0.4313,0,FALSE,0,1,"s1","speed"
0.4135,0,FALSE,0,1,"s1","speed"
0.5466,1,FALSE,0,1,"s1","speed"
0.6439,1,FALSE,0,1,"s1","speed"
0.4561,1,FALSE,0,1,"s1","speed"
0.4565,1,FALSE,0,1,"s1","speed"
0.4033,1,FALSE,0,1,"s1","speed"
0.3956,0,FALSE,0,1,"s1","speed"
0.5864,1,FALSE,0,1,"s1","speed"
0.3649,1,FALSE,0,1,"s1","speed"
0.4328,1,FALSE,0,1,"s1","speed"
0.4606,1,FALSE,0,1,"s1","speed"
0.5146,1,FALSE,0,1,"s1","speed"
0.431,1,FALSE,0,1,"s1","speed"
0.4676,1,FALSE,0,1,"s1","speed"
0.5792,0,TRUE,0.0439,1,"s1","speed"
0.4143,1,FALSE,0,1,"s1","speed"
0.4969,1,FALSE,0,1,"s1","speed"
0.458,0,FALSE,0,1,"s1","speed"
0.6042,1,FALSE,0,1,"s1","speed"
0.3628,0,FALSE,0,1,"s1","speed"
0.3346,0,FALSE,0,1,"s1","speed"
0.4417,1,FALSE,0,1,"s1","speed"
0.3244,0,FALSE,0,1,"s1","speed"
0.5354,1,FALSE,0,1,"s1","speed"
0.356,0,FALSE,0,1,"s1","speed"
0.6262,0,FALSE,0,1,"s1","speed"
0.7303,1,FALSE,0,1,"s1","speed"
0.3676,1,FALSE,0,1,"s1","speed"
0.4052,1,FALSE,0,1,"s1","speed"
0.3641,0,FALSE,0,1,"s1","speed"
0.5142,1,FALSE,0,1,"s1","speed"
0.4492,1,FALSE,0,1,"s1","speed"
0.4974,1,FALSE,0,1,"s1","speed"
0.4689,1,FALSE,0,1,"s1","speed"
0.4407,1,FALSE,0,1,"s1","speed"
0.4349,1,FALSE,0,1,"s1","speed"
0.4894,0,FALSE,0,1,"s1","speed"
0.3863,1,FALSE,0,1,"s1","speed"
0.3659,1,FALSE,0,1,"s1","speed"
0.3896,0,FALSE,0,1,"s1","speed"
0.3662,0,FALSE,0,1,"s1","speed"
0.4668,1,FALSE,0,1,"s1","speed"
0.4944,1,FALSE,0,1,"s1","speed"
0.4885,1,FALSE,0,1,"s1","speed"
0.3592,0,FALSE,0,1,"s1","speed"
0.3608,0,FALSE,0,1,"s1","speed"
0.4485,0,FALSE,0,1,"s1","speed"
0.429,0,FALSE,0,1,"s1","speed"
0.6647,1,FALSE,0,1,"s1","speed"
0.4064,0,FALSE,0,1,"s1","speed"
0.4461,1,FALSE,0,1,"s1","speed"
0.5382,1,FALSE,0,1,"s1","speed"
0.3387,0,FALSE,0,1,"s1","speed"
0.4254,0,FALSE,0,1,"s1","speed"
0.6791,0,FALSE,0,1,"s1","speed"
0.4861,1,FALSE,0,1,"s1","speed"
0.3766,1,FALSE,0,1,"s1","speed"
0.3875,1,FALSE,0,1,"s1","speed"
0.3813,1,FALSE,0,1,"s1","speed"
0.388,0,FALSE,0,1,"s1","speed"
0.3891,0,FALSE,0,1,"s1","speed"
0.4312,1,FALSE,0,1,"s1","speed"
0.445,1,FALSE,0,1,"s1","speed"
0.339,1,FALSE,0,1,"s1","speed"
0.3872,1,FALSE,0,1,"s1","speed"
0.5819,1,FALSE,0,1,"s1","speed"
0.4693,1,FALSE,0,1,"s1","speed"
0.4434,1,FALSE,0,1,"s1","speed"
0.543,1,FALSE,0,1,"s1","speed"
0.4744,1,FALSE,0,1,"s1","speed"
0.3486,0,FALSE,0,1,"s1","speed"
0.6382,1,FALSE,0,1,"s1","speed"
0.4122,1,FALSE,0,1,"s1","speed"
0.3832,1,FALSE,0,1,"s1","speed"
0.4955,1,FALSE,0,1,"s1","speed"
0.3985,1,FALSE,0,1,"s1","speed"
0.307,0,FALSE,0,1,"s1","speed"
0.4762,1,FALSE,0,1,"s1","speed"
0.4633,0,FALSE,0,1,"s1","speed"
0.787,1,FALSE,0,1,"s1","speed"
0.4083,0,FALSE,0,1,"s1","speed"
0.3038,1,FALSE,0,1,"s1","speed"
0.3133,1,FALSE,0,1,"s1","speed"
0.3505,0,FALSE,0,1,"s1","speed"
0.4002,1,FALSE,0,1,"s1","speed"
0.3759,1,FALSE,0,1,"s1","speed"
0.4748,0,FALSE,0,1,"s1","speed"
0.4176,1,FALSE,0,1,"s1","speed"
0.5056,1,FALSE,0,1,"s1","speed"
0.4419,1,FALSE,0,1,"s1","speed"
0.3881,1,FALSE,0,1,"s1","speed"
0.4746,1,FALSE,0,1,"s1","speed"
0.4447,1,FALSE,0,1,"s1","speed"
0.4505,1,FALSE,0,1,"s1","speed"
0.3818,0,FALSE,0,1,"s1","speed"
0.3674,1,FALSE,0,1,"s1","speed"
0.4164,1,FALSE,0,1,"s1","speed"
0.4016,1,FALSE,0,1,"s1","speed"
0.3394,0,FALSE,0,1,"s1","speed"
0.5072,1,FALSE,0,1,"s1","speed"
0.3933,1,FALSE,0,1,"s1","speed"
0.4723,0,FALSE,0,1,"s1","speed"
0.6321,1,FALSE,0,1,"s1","speed"
0.4325,1,FALSE,0,1,"s1","speed"
0.3858,1,FALSE,0,1,"s1","speed"
0.4617,1,FALSE,0,1,"s1","speed"
0.4623,0,FALSE,0,1,"s1","speed"
0.4154,1,FALSE,0,1,"s1","speed"
0.3025,1,FALSE,0,1,"s1","speed"
0.4059,1,FALSE,0,1,"s1","speed"
0.3515,1,FALSE,0,1,"s1","speed"
0.3762,1,FALSE,0,1,"s1","speed"
0.5366,1,FALSE,0,1,"s1","speed"
0.4048,1,FALSE,0,1,"s1","speed"
0.4254,0,FALSE,0,1,"s1","speed"
0.5111,1,FALSE,0,1,"s1","speed"
0.4405,1,FALSE,0,1,"s1","speed"
0.3542,1,FALSE,0,1,"s1","speed"
0.346,1,FALSE,0,1,"s1","speed"
0.3626,0,FALSE,0,1,"s1","speed"
0.3819,1,FALSE,0,1,"s1","speed"
0.4233,0,FALSE,0,1,"s1","speed"
0.3815,0,FALSE,0,1,"s1","speed"
0.3911,0,FALSE,0,1,"s1","speed"
0.455,0,FALSE,0,1,"s1","speed"
0.5614,1,FALSE,0,1,"s1","speed"
0.4223,0,FALSE,0,1,"s1","speed"
0.1184,1,FALSE,0,1,"s1","speed"
0.4256,1,FALSE,0,1,"s1","speed"
0.5166,1,FALSE,0,1,"s1","speed"
0.5919,1,FALSE,0,1,"s1","speed"
0.4566,1,FALSE,0,1,"s1","speed"
0.4636,0,FALSE,0,1,"s1","speed"
0.4077,1,FALSE,0,1,"s1","speed"
0.5311,1,FALSE,0,1,"s1","speed"
0.3884,0,FALSE,0,1,"s1","speed"
0.4266,0,FALSE,0,1,"s1","speed"
0.4451,1,FALSE,0,1,"s1","speed"
0.4437,1,FALSE,0,1,"s1","speed"
0.4423,1,FALSE,0,1,"s1","speed"
0.4067,0,FALSE,0,1,"s1","speed"
0.4483,1,FALSE,0,1,"s1","speed"
0.3485,1,FALSE,0,1,"s1","speed"
0.3484,0,FALSE,0,1,"s1","speed"
0.366,1,FALSE,0,1,"s1","speed"
0.4461,1,FALSE,0,1,"s1","speed"
0.444,1,FALSE,0,1,"s1","speed"
0.369,0,FALSE,0,1,"s1","speed"
0.3991,0,FALSE,0,1,"s1","speed"
0.3587,1,FALSE,0,1,"s1","speed"
0.3556,1,FALSE,0,1,"s1","speed"
0.3491,1,FALSE,0,1,"s1","speed"
0.4044,1,FALSE,0,1,"s1","speed"
0.4178,1,FALSE,0,1,"s1","speed"
0.5035,1,FALSE,0,1,"s1","speed"
0.4579,0,FALSE,0,1,"s1","speed"
0.6305,1,FALSE,0,1,"s1","speed"
0.3468,1,FALSE,0,1,"s1","speed"
0.3009,1,FALSE,0,1,"s1","speed"
0.4088,1,FALSE,0,1,"s1","speed"
0.3571,0,FALSE,0,1,"s1","speed"
0.4176,1,FALSE,0,1,"s1","speed"
0.3581,0,FALSE,0,1,"s1","speed"
0.3882,1,FALSE,0,1,"s1","speed"
0.3947,1,FALSE,0,1,"s1","speed"
0.3532,1,FALSE,0,1,"s1","speed"
0.4351,1,FALSE,0,1,"s1","speed"
0.3294,0,FALSE,0,1,"s1","speed"
0.5077,0,FALSE,0,1,"s1","speed"
0.4603,1,FALSE,0,1,"s1","speed"
0.5398,1,FALSE,0,1,"s1","speed"
0.4871,1,FALSE,0,1,"s1","speed"
0.4101,1,FALSE,0,1,"s1","speed"
0.4324,1,FALSE,0,1,"s1","speed"
0.3149,1,FALSE,0,1,"s1","speed"
0.3151,0,FALSE,0,1,"s1","speed"
0.4088,1,FALSE,0,1,"s1","speed"
0.3349,1,FALSE,0,1,"s1","speed"
0.319,1,FALSE,0,1,"s1","speed"
0.2778,0,FALSE,0,1,"s1","speed"
0.4977,1,FALSE,0,1,"s1","speed"
0.461,1,FALSE,0,1,"s1","speed"
0.333,1,FALSE,0,1,"s1","speed"
0.3409,1,FALSE,0,1,"s1","speed"
0.3204,1,FALSE,0,1,"s1","speed"
0.4938,1,FALSE,0,1,"s1","speed"
0.4235,1,FALSE,0,1,"s1","speed"
0.4103,1,FALSE,0,1,"s1","speed"
0.3111,1,FALSE,0,1,"s1","speed"
0.49,1,FALSE,0,1,"s1","speed"
0.3886,1,FALSE,0,1,"s1","speed"
0.5195,1,FALSE,0,1,"s1","speed"
0.3887,0,FALSE,0,1,"s1","speed"
0.4586,1,FALSE,0,1,"s1","speed"
0.5426,0,FALSE,0,1,"s1","speed"
0.422,1,FALSE,0,1,"s1","speed"
0.3671,0,FALSE,0,1,"s1","speed"
0.4881,1,FALSE,0,1,"s1","speed"
0.3102,0,FALSE,0,1,"s1","speed"
0.6578,0,FALSE,0,1,"s1","speed"
0.691,1,FALSE,0,1,"s1","speed"
0.4737,1,FALSE,0,1,"s1","speed"
0.3485,1,FALSE,0,1,"s1","speed"
0.3532,1,FALSE,0,1,"s1","speed"
0.3388,1,FALSE,0,1,"s1","speed"
0.4667,0,FALSE,0,1,"s1","speed"
0.3323,1,FALSE,0,1,"s1","speed"
0.5532,1,FALSE,0,1,"s1","speed"
0.3664,1,FALSE,0,1,"s1","speed"
0.3471,1,FALSE,0,1,"s1","speed"
0.355,0,FALSE,0,1,"s1","speed"
0.427,0,FALSE,0,1,"s1","speed"
0.5396,1,FALSE,0,1,"s1","speed"
0.3544,1,FALSE,0,1,"s1","speed"
0.4566,1,FALSE,0,1,"s1","speed"
0.4684,1,FALSE,0,1,"s1","speed"
0.4981,1,FALSE,0,1,"s1","speed"
0.4636,1,FALSE,0,1,"s1","speed"
0.4831,1,FALSE,0,1,"s1","speed"
0.3196,0,FALSE,0,1,"s1","speed"
0.3858,1,FALSE,0,1,"s1","speed"
0.362,0,FALSE,0,1,"s1","speed"
0.379,1,FALSE,0,1,"s1","speed"
0.4468,0,FALSE,0,1,"s1","speed"
0.5917,1,FALSE,0,1,"s1","speed"
0.3448,0,FALSE,0,1,"s1","speed"
